model,auroc,accuracy,f1
AdaBoost,0.4857372968215759,0.4491237239208741,0.5031546547796056
Bagging,0.7312542896347516,0.6231896128864404,0.6603941880130787
CatBoost,0.6721928049905382,0.5544621921641526,0.5541812965443773
GradientBoosting,0.533747939686366,0.5064465357127762,0.5414262746518167
LightGBM,0.5840963277025869,0.5071478842045117,0.5104025323674047
RandomForest,0.7279654739306768,0.6210197292885008,0.6576286675587634
XGBoost,0.5153943376201942,0.46429968032589014,0.48457987674531466
