model,auroc,accuracy,f1
AdaBoost,0.4840407140057655,0.41251919671342113,0.3735876927144477
Bagging,0.7399763408674799,0.6563847408905829,0.6992471390710994
CatBoost,0.778238141909729,0.6975354404098196,0.7284770289355404
GradientBoosting,0.6035077728926842,0.5373832117124572,0.5651791436284522
LightGBM,0.7387763257513589,0.661786998814144,0.6968563566110569
RandomForest,0.7318760648905879,0.6521628846704172,0.6945925638998297
XGBoost,0.6349292815084733,0.5566060865330926,0.5811238591792237
