model,auroc,accuracy,f1
AdaBoost,0.47543718940045565,0.4221780025972926,0.39091791474874366
Bagging,0.7375494101088318,0.6548419131765849,0.6974059144337043
CatBoost,0.7784742638707782,0.6981186668326793,0.7290777424108196
GradientBoosting,0.5958018312187893,0.5287400307245614,0.5471069098214544
LightGBM,0.7379457150268064,0.6595562397754665,0.693771567154116
RandomForest,0.7316787666752469,0.6515802455232399,0.6939661580185391
XGBoost,0.645143938563784,0.5677976733741467,0.5948738984127696
