model,auroc,accuracy,f1
AdaBoost,0.5485488208181198,0.6111972859307788,0.3994053458716857
Bagging,0.5060887388590914,0.5129745218411866,0.3277602174638433
CatBoost,0.5492215254711496,0.5784860567977563,0.3812182895580987
GradientBoosting,0.5511468143708175,0.584102300941534,0.3914171881572903
LightGBM,0.5486983765654952,0.5788120609170967,0.3806352093993466
RandomForest,0.5082585287274615,0.5036518714459048,0.33510488386365883
XGBoost,0.5489949806905117,0.5773525160893125,0.3800445811197664
