model,auroc,accuracy,f1
AdaBoost,0.5581510615225885,0.5471045893426796,0.363018816774358
Bagging,0.7181290519258564,0.6434597056049866,0.4491965958711266
CatBoost,0.6329645964255548,0.5768749940689427,0.40065333418333593
GradientBoosting,0.5713629503921986,0.5643913396585982,0.364082794287768
LightGBM,0.6011319629554382,0.5810600607722223,0.3780330390513582
RandomForest,0.751768805518405,0.6497064923382436,0.4742759617831215
XGBoost,0.6231683276058466,0.5734617367962201,0.39198960324661347
