model,auroc,accuracy,f1
AdaBoost,0.4741983034464667,0.4280487563288933,0.42889508584792946
Bagging,0.7311521018002018,0.6233151711120325,0.6604914198830842
CatBoost,0.6700407948875808,0.5512523100283344,0.5496712648806469
GradientBoosting,0.5311189643027961,0.49091296209683444,0.5101630992124342
LightGBM,0.5835343610807722,0.5046177329350934,0.5064713680376557
RandomForest,0.7285341588853699,0.6216444787630389,0.6583816715289542
XGBoost,0.513840476625599,0.4605018204666647,0.4816893471070882
