model,auroc,accuracy,f1
AdaBoost,0.5492342845229069,0.5099802382450679,0.45550576654802066
Bagging,0.5111865341771439,0.5280057027757442,0.3622518712288197
CatBoost,0.49363776087634603,0.5059322603130588,0.4148952445952651
GradientBoosting,0.5305612526000546,0.5047097610734923,0.412301535561496
LightGBM,0.5150028745171068,0.5204053638070177,0.4141809187407552
RandomForest,0.5041078056171456,0.5255758748983075,0.3646159927877484
XGBoost,0.4922826272585088,0.5055579709234576,0.41165647631285535
