model,auroc,accuracy,f1
AdaBoost,0.4622076879224886,0.507368566620967,0.35772714277496737
Bagging,0.5007145968043479,0.5241629822965919,0.2930659552108979
CatBoost,0.5039443054330558,0.5324520056342174,0.16467594609404998
GradientBoosting,0.4786434160642787,0.513687322280168,0.355370328855225
LightGBM,0.49711879849921453,0.5242175415217926,0.2464090626727534
RandomForest,0.49945561020042567,0.5250041186168288,0.2946367093235414
XGBoost,0.4987036023036397,0.5220445586802538,0.33910960733180645
