model,auroc,accuracy,f1
AdaBoost,0.5492497462694031,0.5093365600841483,0.45544820604502473
Bagging,0.506864797330683,0.5240290004039149,0.35430052012053187
CatBoost,0.4995994002583773,0.5073806016542618,0.4171907166596271
GradientBoosting,0.5287890158697154,0.5053611056227922,0.4129296655488628
LightGBM,0.5156685474775821,0.5203744926794709,0.41424792143852535
RandomForest,0.5049792458222715,0.5249277426335023,0.36766923775961985
XGBoost,0.5033566757644312,0.5139541981071201,0.4224934518677496
