model,auroc,accuracy,f1
AdaBoost,0.5281168621552741,0.5067282673040984,0.5602846732283365
Bagging,0.5143517419011711,0.5266719796131478,0.4090268138259873
CatBoost,0.5228145799811907,0.5347711774556864,0.51992697401949
GradientBoosting,0.5275437877991733,0.5094534852601521,0.5329704328807288
LightGBM,0.527298286250009,0.5381805724170671,0.5281382312822478
RandomForest,0.5150848881134419,0.5268432060259076,0.4393859430601781
XGBoost,0.523959105746257,0.536963811738353,0.5232570210842044
