model,auroc,accuracy,f1
AdaBoost,0.5302036597172032,0.5295477616055705,0.4214529456609017
Bagging,0.5106611562450197,0.5485316051447423,0.34946686769099494
CatBoost,0.4966970321775592,0.5242790633316464,0.40716357043347795
GradientBoosting,0.5188450482538925,0.544221982430869,0.40849293505897455
LightGBM,0.4999439865773018,0.5359741308352229,0.3964705082526802
RandomForest,0.5011585355912229,0.5426904107991074,0.3444680633421821
XGBoost,0.5060870336786475,0.5263826202317509,0.4124607700991507
