model,auroc,accuracy,f1
AdaBoost,0.5281824762623732,0.5809599001448259,0.0514605432264614
Bagging,0.5242406044009673,0.5767381005556709,0.24057824007925713
CatBoost,0.5066816809781445,0.574161287675181,0.2198162196593815
GradientBoosting,0.5450606640942065,0.5802064379848308,0.10701540742519124
LightGBM,0.517980525583572,0.5844746453693292,0.19736406254623773
RandomForest,0.5167032848184335,0.573456979329375,0.20339082532919106
XGBoost,0.5126185549954632,0.5819309607562385,0.23088390041864448
