iter	Logloss
325	0.5855795966
326	0.5855498567
327	0.5855271749
328	0.5854780413
329	0.5854149001
330	0.585369579
331	0.5853283703
332	0.585296285
333	0.5852623024
334	0.5852356988
335	0.5851993054
336	0.5851649228
337	0.5851246081
338	0.5851020726
339	0.5850842342
340	0.5850562507
341	0.5850342562
342	0.5850020485
343	0.5849411961
344	0.584910876
345	0.5848709986
346	0.5848496272
347	0.5848306972
348	0.5848084423
349	0.5847787556
350	0.5847492263
351	0.5847202464
352	0.584676103
353	0.5846561476
354	0.5846266792
355	0.58459685
356	0.584571588
357	0.5845448031
358	0.5845056255
359	0.5844785819
360	0.5844550062
361	0.5844236105
362	0.5843857596
363	0.5843560665
364	0.5843397538
365	0.5843076535
366	0.5842804417
367	0.5842624479
368	0.5842318747
369	0.5842045911
370	0.5841771886
371	0.5841379535
372	0.5841068657
373	0.5840794071
374	0.5840575181
375	0.5840271347
376	0.58399025
377	0.5839575031
378	0.5839314512
379	0.5838994
380	0.5838624881
381	0.5838229904
382	0.5837903091
383	0.5837544581
384	0.5837341852
385	0.5837162287
386	0.5836868694
387	0.5836682209
388	0.5836404017
389	0.583616319
390	0.5835733813
391	0.5835448745
392	0.5834912551
393	0.5834558993
394	0.5834369252
395	0.5834128127
396	0.5833904975
397	0.5833581407
398	0.5833187323
399	0.5832870697
400	0.5832513676
401	0.583221571
402	0.5831928138
403	0.5831588426
404	0.5831368483
405	0.5831127672
406	0.5830783477
407	0.5830596948
408	0.5830440548
409	0.5830080523
410	0.5829808596
411	0.5829526867
412	0.5829205608
413	0.5829044099
414	0.5828775145
415	0.5828495604
416	0.5828191631
417	0.5827955488
418	0.5827634086
419	0.5827407718
420	0.5827180589
421	0.5826890037
422	0.5826655517
423	0.5826547961
424	0.5826370634
425	0.5826138502
426	0.5825910356
427	0.5825690936
428	0.5825470326
429	0.5825208662
430	0.5825008156
431	0.5824780771
432	0.5824488661
433	0.5824247815
434	0.5823971859
435	0.5823616625
436	0.5823334432
437	0.5823158585
438	0.5822857034
439	0.5822641461
440	0.5822427333
441	0.5822221189
442	0.5821790884
443	0.5821505783
444	0.5821300553
445	0.5821095184
446	0.582081655
447	0.5820605292
448	0.5820399102
449	0.5820136614
450	0.5819942608
451	0.5819734356
452	0.5819472287
453	0.5819322513
454	0.5818889102
455	0.5818572683
456	0.5818284776
457	0.5818111805
458	0.5817900386
459	0.5817515512
460	0.5817087535
461	0.5816724048
462	0.5816446374
463	0.5816209393
464	0.5816078261
465	0.5815904724
466	0.5815713697
467	0.5815450921
468	0.5815160397
469	0.5814750167
470	0.5814512974
471	0.5814298348
472	0.5814014456
473	0.5813728404
474	0.5813438261
475	0.5813125209
476	0.5812952842
477	0.5812681046
478	0.5812505053
479	0.5812233384
480	0.5812028923
481	0.5811897047
482	0.5811637123
483	0.5811414515
484	0.5811134574
485	0.5810940286
486	0.5810772649
487	0.5810513934
488	0.5810242149
489	0.5809932471
490	0.5809701127
491	0.580948925
492	0.5809309946
493	0.5809132763
494	0.5808966665
495	0.5808695154
496	0.5808466695
497	0.5808252531
498	0.5808142201
499	0.580754418
500	0.5807309245
501	0.5807059149
502	0.5806810377
503	0.5806559205
504	0.5806259024
505	0.5806038537
506	0.5805800287
507	0.5805676892
508	0.5805526632
509	0.5805325709
510	0.5805201079
511	0.5804907871
512	0.5804729786
513	0.5804540496
514	0.5804322106
515	0.5804159735
516	0.5803923498
517	0.5803773503
518	0.5803405455
519	0.580328289
520	0.5803060146
521	0.5802804648
522	0.5802598435
523	0.5802452296
524	0.5802209153
525	0.5801983494
526	0.5801429393
527	0.58010722
528	0.5800738196
529	0.5800603207
530	0.5800378169
531	0.5800201619
532	0.5799923625
533	0.5799706034
534	0.579929954
535	0.5799183123
536	0.5798988342
537	0.5798776755
538	0.5798511412
539	0.5798163556
540	0.5797817799
541	0.5797564419
542	0.579731066
543	0.5797102156
544	0.5796867211
545	0.5796675417
546	0.5796518332
547	0.5796217189
548	0.5796053402
549	0.5795789124
550	0.5795548835
551	0.579529253
552	0.5795078675
553	0.5794835351
554	0.5794638712
555	0.579446104
556	0.5794328632
557	0.579414909
558	0.5793900364
559	0.5793677071
560	0.579355157
561	0.5793206443
562	0.5792965941
563	0.5792720432
564	0.5792515524
565	0.5792191668
566	0.5791981504
567	0.5791757201
568	0.579143487
569	0.5791230475
570	0.5790974162
571	0.579079267
572	0.5790666639
573	0.5790444658
574	0.5790252349
575	0.5790068297
576	0.5789884773
577	0.5789697605
578	0.5789487369
579	0.5789208611
580	0.5789019154
581	0.5788777487
582	0.5788541013
583	0.578830572
584	0.5788050322
585	0.5787805544
586	0.5787525658
587	0.5787229039
588	0.5786984131
589	0.5786682669
590	0.5786505243
591	0.5786333916
592	0.5786145721
593	0.5785877647
594	0.5785480723
595	0.5785238228
596	0.5785057086
597	0.5784832279
598	0.5784700446
599	0.5784494246
600	0.5784337514
601	0.5784195378
602	0.5783885518
603	0.5783663967
604	0.5783550919
605	0.5783343421
606	0.5783142853
607	0.5782984705
608	0.5782788323
609	0.578256526
610	0.5782295647
611	0.5782121808
612	0.578195094
613	0.5781715136
614	0.5781619455
615	0.5781400372
616	0.5781260848
617	0.5781068931
618	0.5780889417
619	0.5780723225
620	0.5780529711
621	0.5780264123
622	0.5779897127
623	0.5779725181
624	0.5779511456
625	0.5779381
626	0.5779099852
627	0.5778978851
628	0.5778710081
629	0.5778540143
630	0.5778331264
631	0.5778218176
632	0.5777975924
633	0.5777825171
634	0.5777600113
635	0.5777354576
636	0.5777147346
637	0.5776923229
638	0.5776675124
639	0.5776444293
640	0.5776224689
641	0.5775975425
642	0.5775744278
643	0.5775593249
644	0.5775457748
645	0.5775282285
646	0.5775133331
647	0.577497798
648	0.577476132
649	0.5774574501
650	0.5774400905
651	0.5774250192
652	0.5774047256
653	0.5773738918
654	0.5773555933
655	0.5773462405
656	0.5773203269
657	0.5773021302
658	0.5772848848
659	0.5772599274
660	0.5772352406
661	0.5772171041
662	0.5771998565
663	0.577181665
664	0.5771655913
665	0.577150452
666	0.5771288512
667	0.5771016387
668	0.5770865828
669	0.5770732445
670	0.5770526909
671	0.5770367478
672	0.5769972321
673	0.5769752719
674	0.5769589261
675	0.5769405847
676	0.5769209893
677	0.5769061896
678	0.576891162
679	0.5768657253
680	0.5768439881
681	0.5768330412
682	0.5768143388
683	0.5767944579
684	0.5767747409
685	0.5767524229
686	0.576730633
687	0.5767094312
688	0.576691774
689	0.5766559231
690	0.5766244415
691	0.5766028198
692	0.5765776844
693	0.5765682555
694	0.5765603576
695	0.5765413043
696	0.5765354785
697	0.5765134079
698	0.5764917088
699	0.5764765561
700	0.5764483953
701	0.5764331129
702	0.5764191174
703	0.5763998226
704	0.57638654
705	0.5763657612
706	0.5763453679
707	0.5763213767
708	0.576307889
709	0.5762849409
710	0.5762665739
711	0.5762513635
712	0.5762310309
713	0.5762033219
714	0.5761814609
715	0.5761661664
716	0.5761514389
717	0.5761368451
718	0.5761227702
719	0.576106491
720	0.5760908275
721	0.5760781912
722	0.5760629358
723	0.5760524105
724	0.5760286922
725	0.5760028276
726	0.5759866751
727	0.5759715716
728	0.5759573006
729	0.5759446681
730	0.5759325536
731	0.5759077137
732	0.5758918379
733	0.5758719665
734	0.5758490801
735	0.5758260014
736	0.5757984277
737	0.5757785265
738	0.5757665135
739	0.5757453116
740	0.5757321738
741	0.5757177679
742	0.5757090534
743	0.5756927827
744	0.5756715981
745	0.5756387967
746	0.5756219066
747	0.5756003188
748	0.575579371
749	0.5755651188
750	0.5755434694
751	0.5755298837
752	0.5755163103
753	0.5755034984
754	0.575483315
755	0.5754700568
756	0.5754538823
757	0.5754390789
758	0.5754252548
759	0.5754074307
760	0.5753916183
761	0.5753776887
762	0.5753579221
763	0.5753435365
764	0.5753287294
765	0.5753178983
766	0.5752940626
767	0.575270038
768	0.5752530524
769	0.5752380838
770	0.5752185916
771	0.5751937806
772	0.5751775693
773	0.5751572156
774	0.5751371718
775	0.5751177961
776	0.5751038338
777	0.575085667
778	0.5750707505
779	0.5750515338
780	0.5750321822
781	0.5750058395
782	0.5749962998
783	0.574980226
784	0.5749694959
785	0.5749495052
786	0.574926981
787	0.5749034731
788	0.5748856218
789	0.5748624476
790	0.574855877
791	0.5748291837
792	0.5748075698
793	0.5747911129
794	0.5747679001
795	0.5747521136
796	0.5747334926
797	0.5747227009
798	0.5747069379
799	0.5746924697
800	0.5746778655
801	0.5746662965
802	0.5746455176
803	0.5746258435
804	0.5746158344
805	0.5746038935
806	0.5745873851
807	0.5745814687
808	0.5745612807
809	0.5745416196
810	0.5745275305
811	0.5745098019
812	0.5744876236
813	0.5744663542
814	0.5744481512
815	0.5744236148
816	0.5744005471
817	0.5743891214
818	0.5743739459
819	0.5743540138
820	0.5743415496
821	0.5743265103
822	0.5743125755
823	0.5742922947
824	0.5742781778
825	0.5742626848
826	0.5742494074
827	0.5742286646
828	0.5742158701
829	0.5742010879
830	0.5741804764
831	0.5741543198
832	0.574138773
833	0.5741292845
834	0.5741149014
835	0.5740988635
836	0.5740779092
837	0.5740679575
838	0.5740476216
839	0.5740321524
840	0.5740128309
841	0.5739944499
842	0.5739810422
843	0.5739430753
844	0.5739324416
845	0.5739136422
846	0.5738838064
847	0.5738707429
848	0.5738503127
849	0.5738378274
850	0.5738234244
851	0.5738056284
852	0.5737918419
853	0.5737783027
854	0.5737565284
855	0.5737430515
856	0.5737180547
857	0.5736964843
858	0.573682781
859	0.5736696847
860	0.573650075
861	0.5736243822
862	0.5736057102
863	0.5735754295
864	0.5735669528
865	0.5735464144
866	0.5735246776
867	0.5735012073
868	0.5734821198
869	0.5734700013
870	0.5734527345
871	0.5734401249
872	0.5734336481
873	0.5734186289
874	0.5733946212
875	0.5733701042
876	0.5733507616
877	0.5733417371
878	0.5733293308
879	0.573307963
880	0.5732831475
881	0.5732661152
882	0.5732515198
883	0.5732273114
884	0.5732095036
885	0.5731939901
886	0.5731762572
887	0.5731551142
888	0.5731366496
889	0.5731279278
890	0.5731158585
891	0.5731018334
892	0.5730863016
893	0.573066821
894	0.5730430577
895	0.5730260014
896	0.5730092858
897	0.5729949479
898	0.5729720642
899	0.572959478
900	0.5729388588
901	0.5729246174
902	0.5729141163
903	0.5728991954
904	0.5728861461
905	0.5728594094
906	0.5728488364
907	0.5728385695
908	0.5728210605
909	0.5728100746
910	0.5727960129
911	0.5727773189
912	0.5727520737
913	0.5727385548
914	0.5727241887
915	0.5727144453
916	0.5727044504
917	0.5726909392
918	0.5726778163
919	0.5726653549
920	0.5726476141
921	0.5726303451
922	0.572613034
923	0.5726038337
924	0.5725728197
925	0.5725623736
926	0.5725502002
927	0.5725350933
928	0.5725180259
929	0.5724945248
930	0.5724773489
931	0.5724707866
932	0.5724638125
933	0.572448803
934	0.5724405681
935	0.5724239048
936	0.5724092494
937	0.5723939836
938	0.5723787887
939	0.5723626899
940	0.5723518037
941	0.5723348096
942	0.5723091299
943	0.5722897717
944	0.5722667788
945	0.5722536155
946	0.5722390156
947	0.5722228758
948	0.5722125406
949	0.5721980491
950	0.5721838775
951	0.5721728129
952	0.5721508805
953	0.5721333908
954	0.5721198959
955	0.5721091521
956	0.5720933063
957	0.5720745331
958	0.5720589172
959	0.57204585
960	0.5720323655
961	0.5720168705
962	0.5720038126
963	0.5719936983
964	0.5719756823
965	0.571960352
966	0.571938547
967	0.5719236627
968	0.5718958593
969	0.5718840517
970	0.5718737033
971	0.5718584946
972	0.5718417602
973	0.5718324937
974	0.5718082781
975	0.5717899963
976	0.5717802768
977	0.5717620738
978	0.571752126
979	0.5717437808
980	0.5717292826
981	0.571713601
982	0.571699773
983	0.5716863395
984	0.5716719913
985	0.5716572913
986	0.5716425697
987	0.5716338567
988	0.5716241077
989	0.5716013435
990	0.5715845348
991	0.5715636747
992	0.5715497862
993	0.5715360652
994	0.5715191029
995	0.5714979795
996	0.5714810685
997	0.5714628015
998	0.5714405349
999	0.5714253218
