iter	Passed	Remaining
233	2108	6902
234	2118	6896
235	2128	6889
236	2136	6879
237	2146	6871
238	2155	6862
239	2164	6853
240	2173	6845
241	2184	6841
242	2194	6837
243	2204	6831
244	2215	6827
245	2225	6820
246	2235	6815
247	2244	6805
248	2254	6799
249	2264	6793
250	2273	6783
251	2281	6772
252	2291	6764
253	2300	6757
254	2310	6749
255	2319	6742
256	2329	6735
257	2339	6728
258	2349	6722
259	2359	6716
260	2369	6709
261	2378	6700
262	2388	6693
263	2397	6684
264	2407	6676
265	2416	6668
266	2425	6657
267	2433	6647
268	2442	6637
269	2452	6630
270	2461	6621
271	2470	6612
272	2479	6602
273	2487	6591
274	2496	6582
275	2506	6574
276	2514	6563
277	2522	6551
278	2531	6541
279	2540	6531
280	2549	6523
281	2558	6515
282	2568	6506
283	2577	6497
284	2587	6490
285	2596	6482
286	2605	6472
287	2614	6464
288	2623	6455
289	2632	6445
290	2641	6435
291	2650	6425
292	2659	6417
293	2668	6408
294	2677	6399
295	2685	6388
296	2694	6377
297	2703	6368
298	2713	6362
299	2722	6353
300	2731	6343
301	2740	6334
302	2749	6325
303	2758	6316
304	2767	6306
305	2777	6298
306	2784	6286
307	2793	6276
308	2803	6268
309	2812	6261
310	2822	6254
311	2831	6244
312	2840	6233
313	2849	6225
314	2858	6216
315	2868	6208
316	2877	6200
317	2886	6190
318	2895	6181
319	2905	6174
320	2914	6164
321	2923	6155
322	2932	6146
323	2941	6138
324	2951	6129
325	2960	6120
326	2968	6109
327	2977	6100
328	2986	6090
329	2995	6081
330	3004	6072
331	3012	6061
332	3021	6052
333	3030	6042
334	3040	6034
335	3049	6025
336	3058	6016
337	3067	6007
338	3075	5997
339	3085	5988
340	3094	5979
341	3102	5969
342	3110	5958
343	3119	5948
344	3129	5941
345	3139	5934
346	3148	5924
347	3158	5917
348	3167	5908
349	3176	5898
350	3186	5891
351	3195	5882
352	3204	5874
353	3212	5862
354	3221	5852
355	3229	5842
356	3240	5835
357	3248	5825
358	3256	5815
359	3266	5806
360	3275	5798
361	3285	5789
362	3293	5779
363	3302	5770
364	3311	5761
365	3321	5754
366	3331	5746
367	3341	5739
368	3350	5729
369	3359	5719
370	3369	5712
371	3378	5704
372	3387	5693
373	3396	5685
374	3405	5675
375	3413	5665
376	3421	5654
377	3430	5645
378	3440	5636
379	3450	5630
380	3459	5620
381	3469	5612
382	3478	5603
383	3486	5593
384	3496	5585
385	3505	5575
386	3515	5567
387	3524	5559
388	3533	5549
389	3544	5543
390	3552	5533
391	3560	5522
392	3569	5512
393	3577	5503
394	3587	5495
395	3597	5487
396	3606	5477
397	3615	5468
398	3624	5459
399	3632	5449
400	3640	5438
401	3650	5430
402	3660	5422
403	3668	5411
404	3676	5401
405	3686	5393
406	3695	5384
407	3705	5377
408	3714	5368
409	3724	5359
410	3733	5350
411	3741	5340
412	3749	5329
413	3758	5319
414	3767	5311
415	3775	5300
416	3784	5290
417	3793	5282
418	3802	5272
419	3811	5263
420	3820	5254
421	3830	5246
422	3840	5238
423	3849	5229
424	3858	5220
425	3867	5211
426	3875	5201
427	3884	5191
428	3894	5183
429	3903	5173
430	3912	5165
431	3922	5157
432	3930	5147
433	3938	5136
434	3948	5128
435	3957	5119
436	3967	5111
437	3975	5101
438	3983	5090
439	3993	5082
440	4002	5073
441	4011	5064
442	4020	5055
443	4030	5046
444	4038	5036
445	4048	5028
446	4056	5018
447	4066	5010
448	4075	5001
449	4085	4993
450	4094	4983
451	4102	4974
452	4111	4964
453	4120	4955
454	4129	4945
455	4138	4937
456	4147	4928
457	4156	4919
458	4166	4910
459	4175	4901
460	4184	4892
461	4193	4882
462	4201	4873
463	4211	4864
464	4219	4854
465	4229	4846
466	4240	4839
467	4250	4832
468	4261	4824
469	4272	4817
470	4281	4808
471	4291	4800
472	4301	4792
473	4311	4784
474	4322	4777
475	4333	4770
476	4344	4763
477	4355	4756
478	4366	4748
479	4375	4739
480	4385	4732
481	4395	4723
482	4406	4716
483	4415	4707
484	4425	4699
485	4435	4691
486	4445	4682
487	4454	4673
488	4462	4662
489	4470	4653
490	4480	4645
491	4489	4635
492	4498	4625
493	4508	4618
494	4517	4608
495	4526	4599
496	4536	4591
497	4546	4583
498	4556	4574
499	4565	4565
500	4574	4555
501	4583	4546
502	4591	4537
503	4600	4527
504	4609	4518
505	4619	4509
506	4628	4500
507	4637	4491
508	4647	4483
509	4656	4474
510	4665	4465
511	4674	4455
512	4682	4445
513	4690	4435
514	4700	4426
515	4709	4417
516	4718	4407
517	4727	4399
518	4737	4390
519	4745	4380
520	4755	4371
521	4764	4362
522	4773	4353
523	4783	4344
524	4793	4336
525	4802	4328
526	4811	4318
527	4821	4310
528	4831	4301
529	4840	4292
530	4852	4285
531	4861	4276
532	4870	4266
533	4879	4258
534	4888	4248
535	4896	4238
536	4906	4230
537	4916	4222
538	4929	4215
539	4938	4206
540	4946	4196
541	4955	4187
542	4965	4178
543	4974	4169
544	4982	4159
545	4991	4150
546	5001	4142
547	5010	4132
548	5019	4123
549	5028	4113
550	5037	4104
551	5046	4095
552	5056	4087
553	5064	4077
554	5073	4068
555	5083	4059
556	5093	4050
557	5101	4041
558	5111	4032
559	5120	4023
560	5128	4013
561	5137	4003
562	5146	3994
563	5155	3985
564	5165	3976
565	5173	3967
566	5182	3957
567	5191	3948
568	5199	3938
569	5208	3929
570	5218	3920
571	5226	3911
572	5236	3902
573	5246	3893
574	5256	3885
575	5266	3876
576	5276	3868
577	5285	3859
578	5295	3850
579	5304	3841
580	5314	3833
581	5323	3823
582	5332	3814
583	5341	3804
584	5350	3795
585	5359	3786
586	5368	3777
587	5377	3767
588	5387	3759
589	5396	3750
590	5406	3741
591	5416	3733
592	5424	3723
593	5433	3713
594	5442	3704
595	5451	3695
596	5461	3686
597	5470	3677
598	5480	3668
599	5489	3659
600	5498	3650
601	5508	3641
602	5517	3632
603	5526	3623
604	5535	3614
605	5544	3604
606	5553	3595
607	5563	3586
608	5572	3577
609	5582	3569
610	5591	3559
611	5600	3550
612	5609	3541
613	5618	3532
614	5628	3523
615	5635	3513
616	5644	3504
617	5653	3494
618	5662	3485
619	5671	3476
620	5681	3467
621	5690	3458
622	5699	3448
623	5708	3439
624	5717	3430
625	5725	3420
626	5735	3411
627	5745	3403
628	5754	3394
629	5765	3385
630	5775	3377
631	5785	3368
632	5794	3359
633	5803	3350
634	5812	3341
635	5822	3332
636	5831	3322
637	5839	3313
638	5848	3303
639	5857	3294
640	5866	3285
641	5874	3276
642	5883	3266
643	5892	3257
644	5901	3248
645	5910	3238
646	5919	3229
647	5929	3220
648	5937	3211
649	5947	3202
650	5957	3193
651	5966	3184
652	5974	3175
653	5984	3165
654	5992	3156
655	6002	3147
656	6012	3138
657	6021	3129
658	6031	3121
659	6040	3112
660	6050	3102
661	6059	3093
662	6068	3084
663	6076	3075
664	6086	3066
665	6096	3057
666	6103	3047
667	6112	3037
668	6121	3028
669	6131	3019
670	6140	3010
671	6150	3001
672	6158	2992
673	6167	2983
674	6176	2973
675	6186	2964
676	6196	2956
677	6205	2947
678	6214	2937
679	6223	2928
680	6233	2919
681	6242	2910
682	6251	2901
683	6260	2892
684	6269	2882
685	6278	2873
686	6287	2864
687	6296	2855
688	6305	2846
689	6313	2836
690	6323	2827
691	6333	2819
692	6342	2809
693	6353	2801
694	6362	2792
695	6373	2783
696	6383	2775
697	6393	2766
698	6402	2757
699	6413	2748
700	6424	2740
701	6435	2731
702	6446	2723
703	6456	2714
704	6466	2705
705	6475	2696
706	6485	2687
707	6494	2678
708	6503	2669
709	6513	2660
710	6522	2651
711	6532	2642
712	6542	2633
713	6550	2623
714	6559	2614
715	6568	2605
716	6577	2596
717	6587	2587
718	6596	2578
719	6606	2569
720	6616	2560
721	6625	2551
722	6635	2542
723	6645	2533
724	6654	2524
725	6663	2514
726	6673	2505
727	6682	2496
728	6692	2487
729	6704	2479
730	6712	2470
731	6721	2460
732	6731	2451
733	6740	2442
734	6749	2433
735	6758	2424
736	6768	2415
737	6777	2406
738	6786	2396
739	6796	2387
740	6806	2379
741	6816	2370
742	6825	2360
743	6834	2351
744	6843	2342
745	6853	2333
746	6862	2324
747	6871	2315
748	6880	2305
749	6888	2296
750	6897	2286
751	6906	2277
752	6916	2268
753	6926	2259
754	6934	2250
755	6944	2241
756	6953	2232
757	6962	2222
758	6972	2213
759	6981	2204
760	6989	2195
761	6999	2186
762	7008	2176
763	7019	2168
764	7028	2159
765	7036	2149
766	7046	2140
767	7055	2131
768	7064	2122
769	7074	2113
770	7082	2103
771	7091	2094
772	7099	2084
773	7108	2075
774	7120	2067
775	7130	2058
776	7139	2048
777	7148	2039
778	7156	2030
779	7165	2021
780	7174	2011
781	7183	2002
782	7192	1993
783	7202	1984
784	7212	1975
785	7221	1966
786	7231	1957
787	7241	1948
788	7250	1938
789	7259	1929
790	7269	1920
791	7278	1911
792	7287	1902
793	7297	1893
794	7306	1884
795	7316	1874
796	7324	1865
797	7334	1856
798	7342	1847
799	7351	1837
800	7360	1828
801	7370	1819
802	7379	1810
803	7388	1801
804	7398	1792
805	7408	1783
806	7417	1773
807	7427	1764
808	7436	1755
809	7445	1746
810	7455	1737
811	7464	1728
812	7474	1719
813	7483	1709
814	7492	1700
815	7501	1691
816	7510	1682
817	7519	1673
818	7530	1664
819	7539	1654
820	7549	1645
821	7558	1636
822	7568	1627
823	7578	1618
824	7587	1609
825	7596	1600
826	7605	1590
827	7614	1581
828	7623	1572
829	7633	1563
830	7643	1554
831	7651	1545
832	7660	1535
833	7670	1526
834	7680	1517
835	7690	1508
836	7699	1499
837	7708	1490
838	7718	1481
839	7728	1472
840	7738	1462
841	7748	1453
842	7757	1444
843	7766	1435
844	7776	1426
845	7785	1417
846	7793	1407
847	7803	1398
848	7812	1389
849	7822	1380
850	7832	1371
851	7841	1362
852	7851	1353
853	7860	1343
854	7869	1334
855	7879	1325
856	7888	1316
857	7897	1307
858	7905	1297
859	7915	1288
860	7924	1279
861	7933	1270
862	7942	1260
863	7951	1251
864	7960	1242
865	7970	1233
866	7980	1224
867	7989	1214
868	8000	1206
869	8010	1196
870	8017	1187
871	8026	1178
872	8035	1169
873	8045	1159
874	8055	1150
875	8064	1141
876	8073	1132
877	8082	1123
878	8091	1113
879	8100	1104
880	8109	1095
881	8119	1086
882	8128	1077
883	8137	1067
884	8146	1058
885	8156	1049
886	8165	1040
887	8174	1031
888	8183	1021
889	8193	1012
890	8202	1003
891	8210	994
892	8219	984
893	8228	975
894	8238	966
895	8246	957
896	8256	948
897	8266	938
898	8274	929
899	8284	920
900	8293	911
901	8302	902
902	8312	892
903	8322	883
904	8331	874
905	8340	865
906	8349	856
907	8359	847
908	8369	837
909	8379	828
910	8388	819
911	8397	810
912	8407	801
913	8416	791
914	8425	782
915	8436	773
916	8446	764
917	8456	755
918	8466	746
919	8476	737
920	8487	728
921	8497	718
922	8507	709
923	8517	700
924	8529	691
925	8540	682
926	8551	673
927	8562	664
928	8572	655
929	8582	645
930	8591	636
931	8601	627
932	8610	618
933	8620	609
934	8630	599
935	8639	590
936	8649	581
937	8657	572
938	8665	562
939	8675	553
940	8685	544
941	8693	535
942	8702	526
943	8711	516
944	8721	507
945	8730	498
946	8740	489
947	8749	479
948	8758	470
949	8767	461
950	8777	452
951	8787	443
952	8795	433
953	8805	424
954	8814	415
955	8823	406
956	8833	396
957	8842	387
958	8852	378
959	8862	369
960	8872	360
961	8881	350
962	8891	341
963	8901	332
964	8911	323
965	8920	313
966	8929	304
967	8938	295
968	8947	286
969	8956	276
970	8965	267
971	8974	258
972	8983	249
973	8992	240
974	9002	230
975	9012	221
976	9023	212
977	9032	203
978	9042	193
979	9051	184
980	9060	175
981	9068	166
982	9077	156
983	9086	147
984	9096	138
985	9106	129
986	9116	120
987	9126	110
988	9136	101
989	9145	92
990	9155	83
991	9163	73
992	9173	64
993	9182	55
994	9192	46
995	9201	36
996	9211	27
997	9219	18
998	9229	9
999	9239	0
